,id,target,#palabras,#palabras_unicas,#caracteres,#stopwords,#puntuacion,#capitalize,#mayusculas,#silabas,promedio_len_word,#caracteres_especiales,#palabras_binned,#palabras_unicas_binned,#caracteres_binned,#stopwords_binned,#puntuacion_binned,#capitalize_binned,#mayusculas_binned,#silabas_binned,#caracteres_especiales_binned
4334,6154,True,11,11,62,0,0,10,1,17,4.545454545454546,0,1,1,1,0,0,2,0,1,0
4335,6156,True,16,16,105,2,4,14,0,27,5.5,4,2,2,3,0,1,2,0,3,1
4336,6159,False,10,10,61,0,0,8,1,17,5.0,0,0,1,1,0,0,2,0,1,0
4337,6160,False,11,11,76,1,2,4,0,18,5.818181818181818,2,1,1,2,0,0,1,0,1,0
4338,6162,False,16,16,111,0,5,13,0,21,5.875,5,2,2,3,0,2,2,0,2,2
4339,6163,False,18,18,98,3,5,3,2,23,4.388888888888889,5,2,3,3,1,2,1,0,2,2
4340,6164,True,10,10,72,0,6,8,1,18,6.1,6,0,1,1,0,2,2,0,1,2
4341,6165,True,11,11,74,1,0,4,0,18,5.636363636363637,0,1,1,1,0,0,1,0,1,0
4342,6166,False,14,13,70,6,2,0,1,11,3.9285714285714284,2,1,1,1,2,0,0,0,0,0
4343,6167,False,3,3,20,0,1,2,0,5,5.0,1,0,0,0,0,0,1,0,0,0
4344,6169,False,15,14,93,3,3,7,2,24,5.133333333333334,3,2,2,2,1,1,2,0,2,1
4345,6170,True,12,12,78,0,2,9,2,19,5.416666666666667,2,1,1,2,0,0,2,0,1,0
4346,6171,True,11,11,65,0,0,9,2,18,4.818181818181818,0,1,1,1,0,0,2,0,1,0
4347,6173,False,2,2,16,0,1,1,0,8,6.5,1,0,0,0,0,0,0,0,0,0
4348,6174,False,19,18,114,4,5,8,2,29,4.947368421052632,5,3,3,3,1,2,2,0,3,2
4349,6175,False,20,19,114,6,2,2,0,30,4.65,2,3,3,3,2,0,1,0,3,0
4350,6178,True,12,12,67,0,1,9,2,18,4.5,1,1,1,1,0,0,2,0,1,0
4351,6181,True,11,11,74,1,0,4,0,18,5.636363636363637,0,1,1,1,0,0,1,0,1,0
4352,6183,False,19,18,113,4,4,8,2,29,4.894736842105263,4,3,3,3,1,1,2,0,3,1
4353,6184,False,19,19,110,3,5,6,1,26,4.7368421052631575,5,3,3,3,1,2,2,0,3,2
4354,6185,True,9,9,62,1,1,6,0,16,5.777777777777778,1,0,0,1,0,0,2,0,1,0
4355,6187,True,14,14,94,3,1,2,0,23,5.642857142857143,1,1,2,2,1,0,1,0,2,0
4356,6188,False,12,12,84,1,2,5,0,18,5.916666666666667,2,1,1,2,0,0,2,0,1,0
4357,6191,True,6,6,41,2,0,4,0,9,5.666666666666667,0,0,0,0,0,0,1,0,0,0
4358,6192,False,12,12,84,1,1,6,0,23,5.833333333333333,1,1,1,2,0,0,2,0,2,0
4359,6193,False,6,6,41,2,0,4,0,9,5.666666666666667,0,0,0,0,0,0,1,0,0,0
4360,6195,True,9,9,76,1,3,6,0,18,7.333333333333333,3,0,0,2,0,1,2,0,1,1
4361,6196,True,7,7,48,1,0,6,0,13,5.714285714285714,0,0,0,0,0,0,2,0,0,0
4362,6197,True,16,16,102,3,0,7,1,22,5.3125,0,2,2,3,1,0,2,0,2,0
4363,6198,True,8,8,49,0,0,7,0,12,5.0,0,0,0,0,0,0,2,0,0,0
4364,6199,True,6,6,41,2,0,4,0,9,5.666666666666667,0,0,0,0,0,0,1,0,0,0
4365,6200,False,6,6,41,2,0,4,0,9,5.666666666666667,0,0,0,0,0,0,1,0,0,0
4366,6201,True,7,7,48,1,0,6,0,13,5.714285714285714,0,0,0,0,0,0,2,0,0,0
4367,6202,False,4,4,31,1,0,1,0,7,6.5,0,0,0,0,0,0,0,0,0,0
4368,6203,False,11,11,70,2,4,8,0,16,5.181818181818182,4,1,1,1,0,1,2,0,1,1
4369,6206,False,6,6,41,2,0,4,0,9,5.666666666666667,0,0,0,0,0,0,1,0,0,0
4370,6207,False,6,6,41,2,0,4,0,9,5.666666666666667,0,0,0,0,0,0,1,0,0,0
4371,6208,True,9,9,78,1,2,1,0,18,7.555555555555555,2,0,0,2,0,0,0,0,1,0
4372,6211,False,13,13,89,1,1,6,0,23,5.769230769230769,1,1,1,2,0,0,2,0,2,0
4373,6213,True,7,7,58,0,1,6,0,17,7.142857142857143,1,0,0,1,0,0,2,0,1,0
4374,6215,True,9,9,69,1,4,3,0,20,6.555555555555555,4,0,0,1,0,1,1,0,2,1
4375,6216,True,7,7,34,2,1,1,0,7,3.7142857142857144,1,0,0,0,0,0,0,0,0,0
4376,6217,False,8,8,59,1,0,2,0,17,6.25,0,0,0,1,0,0,1,0,1,0
4377,6218,True,7,7,48,1,0,6,0,13,5.714285714285714,0,0,0,0,0,0,2,0,0,0
4378,6219,True,8,8,59,1,0,2,0,17,6.25,0,0,0,1,0,0,1,0,1,0
4379,6220,False,11,11,73,2,4,3,2,18,5.545454545454546,4,1,1,1,0,1,1,0,1,1
4380,6222,True,9,9,67,1,1,2,0,19,6.333333333333333,1,0,0,1,0,0,1,0,1,0
4381,6223,True,11,11,73,2,4,3,2,18,5.545454545454546,4,1,1,1,0,1,1,0,1,1
4382,6224,False,10,10,64,3,2,1,0,13,5.3,2,0,1,1,1,0,0,0,0,0
4383,6226,False,17,17,96,6,2,2,2,21,4.588235294117647,2,2,2,3,2,0,1,0,2,0
4384,6227,False,11,11,70,0,0,9,1,12,5.2727272727272725,0,1,1,1,0,0,2,0,0,0
4385,6230,True,10,10,78,1,2,1,0,18,6.7,2,0,1,2,0,0,0,0,1,0
4386,6232,False,6,6,41,2,0,4,0,9,5.666666666666667,0,0,0,0,0,0,1,0,0,0
4387,6233,False,13,12,89,2,1,9,1,22,5.769230769230769,1,1,1,2,0,0,2,0,2,0
4388,6234,True,12,12,81,1,1,5,0,22,5.666666666666667,1,1,1,2,0,0,2,0,2,0
4389,6240,True,7,7,49,0,0,7,0,14,5.857142857142857,0,0,0,0,0,0,2,0,0,0
4390,6241,False,18,18,98,7,3,2,1,21,4.388888888888889,3,2,3,3,2,1,1,0,2,1
4391,6243,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4392,6244,True,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4393,6245,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4394,6246,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4395,6247,True,12,12,91,0,3,9,0,21,6.5,3,1,1,2,0,1,2,0,2,1
4396,6248,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4397,6253,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4398,6254,True,7,7,49,0,0,7,0,14,5.857142857142857,0,0,0,0,0,0,2,0,0,0
4399,6255,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4400,6256,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4401,6257,False,8,8,53,1,1,6,0,11,5.5,1,0,0,0,0,0,2,0,0,0
4402,6258,True,17,15,118,3,5,6,1,27,5.823529411764706,5,2,2,4,1,2,2,0,3,2
4403,6259,True,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4404,6261,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4405,6262,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4406,6263,False,23,23,132,10,3,3,0,33,4.695652173913044,3,3,3,4,2,1,1,0,3,1
4407,6265,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4408,6267,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4409,6268,True,8,8,55,3,0,3,0,16,5.75,0,0,0,1,1,0,1,0,1,0
4410,6269,True,13,13,96,3,3,7,1,21,6.153846153846154,3,1,1,3,1,1,2,0,2,1
4411,6271,True,13,13,80,3,2,0,2,21,5.076923076923077,2,1,1,2,1,0,0,0,2,0
4412,6272,False,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4413,6273,False,26,23,140,12,3,2,2,37,4.346153846153846,3,3,3,4,2,1,1,0,3,1
4414,6274,True,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4415,6276,True,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4416,6277,True,7,7,49,0,0,7,0,14,5.857142857142857,0,0,0,0,0,0,2,0,0,0
4417,6278,True,9,9,75,1,2,4,0,20,7.222222222222222,2,0,0,1,0,0,1,0,2,0
4418,6281,True,7,7,49,0,0,7,0,14,5.857142857142857,0,0,0,0,0,0,2,0,0,0
4419,6282,False,15,14,100,5,5,2,2,26,5.4,5,2,2,3,1,2,1,0,3,2
4420,6283,True,15,15,98,2,6,3,0,19,5.4,6,2,2,3,0,2,1,0,1,2
4421,6292,True,15,14,95,2,4,10,2,23,5.266666666666667,4,2,2,3,0,1,2,0,2,1
4422,6293,False,16,16,108,1,5,4,2,25,5.6875,5,2,2,3,0,2,1,0,2,2
4423,6294,False,16,15,72,6,2,2,2,18,3.4375,2,2,2,1,2,0,1,0,1,0
4424,6296,False,22,22,122,11,1,1,0,30,4.5,1,3,3,4,2,0,0,0,3,0
4425,6297,True,14,14,78,2,1,3,0,18,4.5,1,1,2,2,0,0,1,0,1,0
4426,6299,True,8,8,71,0,5,2,1,16,7.75,5,0,0,1,0,2,1,0,1,2
4427,6300,False,5,5,25,2,1,0,0,8,3.8,1,0,0,0,0,0,0,0,0,0
4428,6301,False,11,11,68,2,3,7,0,15,5.090909090909091,3,1,1,1,0,1,2,0,1,1
4429,6302,False,16,15,85,5,6,1,0,21,4.25,6,2,2,2,1,2,0,0,2,2
4430,6303,True,10,10,62,2,0,4,0,16,5.1,0,0,1,1,0,0,1,0,1,0
4431,6304,False,9,9,46,4,1,1,0,14,4.0,1,0,0,0,1,0,0,0,0,0
4432,6305,False,31,27,138,12,3,2,1,27,3.4193548387096775,3,3,3,4,2,1,1,0,3,1
4433,6306,False,11,11,61,0,2,0,10,13,4.454545454545454,2,1,1,1,0,0,0,0,0,0
4434,6310,True,11,10,64,0,6,3,2,11,4.636363636363637,6,1,1,1,0,2,1,0,0,2
4435,6311,True,15,14,80,4,0,0,0,17,4.266666666666667,0,2,2,2,1,0,0,0,1,0
4436,6312,True,21,13,109,9,5,3,0,27,4.142857142857143,5,3,1,3,2,2,1,0,3,2
4437,6314,True,10,10,62,2,0,4,0,16,5.1,0,0,1,1,0,0,1,0,1,0
4438,6315,True,20,17,112,9,3,4,1,27,4.55,3,3,2,3,2,1,1,0,3,1
4439,6317,True,10,10,62,2,0,4,0,16,5.1,0,0,1,1,0,0,1,0,1,0
4440,6318,False,15,14,71,7,2,1,2,15,3.6,2,2,2,1,2,0,0,0,1,0
4441,6320,False,23,22,138,7,4,3,0,28,4.956521739130435,4,3,3,4,2,1,1,0,3,1
4442,6322,True,16,16,84,7,2,2,0,23,4.1875,2,2,2,2,2,0,1,0,2,0
4443,6323,False,20,18,116,10,2,2,0,35,4.75,2,3,3,4,2,0,1,0,3,0
4444,6325,True,22,20,114,10,3,1,1,24,4.136363636363637,3,3,3,3,2,1,0,0,2,1
4445,6326,True,10,10,61,3,1,0,0,15,5.0,1,0,1,1,1,0,0,0,1,0
4446,6328,True,16,14,104,1,4,8,2,25,5.4375,4,2,2,3,0,1,2,0,2,1
4447,6329,True,11,11,73,5,1,1,0,17,5.545454545454546,1,1,1,1,1,0,0,0,1,0
4448,6330,False,13,12,69,3,4,3,1,17,4.230769230769231,4,1,1,1,1,1,1,0,1,1
4449,6331,False,17,17,114,7,1,2,0,27,5.647058823529412,1,2,2,3,2,0,1,0,3,0
4450,6332,False,5,5,29,2,1,1,0,7,4.6,1,0,0,0,0,0,0,0,0,0
4451,6334,False,16,16,114,3,3,4,1,30,6.0625,3,2,2,3,1,1,1,0,3,1
4452,6335,True,17,17,116,3,2,4,0,29,5.764705882352941,2,2,2,4,1,0,1,0,3,0
4453,6336,True,18,16,105,6,4,2,1,24,4.722222222222222,4,2,2,3,2,1,1,0,2,1
4454,6337,True,18,16,105,6,4,2,1,24,4.722222222222222,4,2,2,3,2,1,1,0,2,1
4455,6338,True,14,14,104,1,7,6,0,23,6.357142857142857,7,1,2,3,0,2,2,0,2,2
4456,6339,True,15,13,83,6,1,2,1,22,4.466666666666667,1,2,1,2,2,0,1,0,2,0
4457,6340,True,21,21,135,3,0,4,0,34,5.333333333333333,0,3,3,4,1,0,1,0,3,0
4458,6341,False,12,12,115,1,7,1,0,29,8.5,7,1,1,3,0,2,0,0,3,2
4459,6342,True,8,8,59,1,0,6,0,18,6.25,0,0,0,1,0,0,2,0,1,0
4460,6343,False,9,9,59,2,3,3,0,10,5.444444444444445,3,0,0,1,0,1,1,0,0,1
4461,6344,True,18,16,105,6,4,2,1,24,4.722222222222222,4,2,2,3,2,1,1,0,2,1
4462,6345,True,18,16,105,6,4,2,1,24,4.722222222222222,4,2,2,3,2,1,1,0,2,1
4463,6346,False,17,17,116,5,7,5,0,31,5.764705882352941,7,2,2,4,1,2,2,0,3,2
4464,6347,False,11,11,67,4,1,1,0,19,5.0,1,1,1,1,1,0,0,0,1,0
4465,6348,True,15,13,86,6,4,2,1,22,4.666666666666667,4,2,1,2,2,1,1,0,2,1
4466,6349,False,12,12,74,4,1,1,0,16,5.083333333333333,1,1,1,1,1,0,0,0,1,0
4467,6350,False,19,17,112,8,7,3,0,26,4.842105263157895,7,3,2,3,2,2,1,0,3,2
4468,6354,True,16,16,95,2,13,5,6,19,4.75,13,2,2,3,0,2,2,0,1,2
4469,6355,False,15,15,89,2,3,2,1,21,4.866666666666666,3,2,2,2,0,1,1,0,2,1
4470,6356,True,9,9,60,1,0,8,0,18,5.555555555555555,0,0,0,1,0,0,2,0,1,0
4471,6358,True,17,15,115,6,6,2,1,31,5.529411764705882,6,2,2,3,2,2,1,0,3,2
4472,6361,True,15,14,94,4,8,3,0,18,5.2,8,2,2,2,1,2,1,0,1,2
4473,6362,True,25,23,142,11,1,10,0,29,4.64,1,3,3,4,2,0,2,0,3,0
4474,6363,True,6,6,36,1,0,1,0,9,4.833333333333333,0,0,0,0,0,0,0,0,0,0
4475,6365,True,18,16,105,6,4,2,1,24,4.722222222222222,4,2,2,3,2,1,1,0,2,1
4476,6366,False,18,16,105,6,4,2,1,24,4.722222222222222,4,2,2,3,2,1,1,0,2,1
4477,6369,True,16,16,119,1,8,15,0,33,6.375,8,2,2,4,0,2,2,0,3,2
4478,6370,False,15,15,93,0,9,11,1,17,5.066666666666666,9,2,2,2,0,2,2,0,1,2
4479,6371,False,17,15,103,5,6,4,1,23,5.0,6,2,2,3,1,2,1,0,2,2
4480,6372,True,16,16,95,2,13,5,6,19,4.75,13,2,2,3,0,2,2,0,1,2
4481,6373,True,13,12,93,1,4,4,0,23,5.923076923076923,4,1,1,2,0,1,1,0,2,1
4482,6374,True,15,15,115,0,7,11,0,29,6.6,7,2,2,3,0,2,2,0,3,2
4483,6375,True,16,16,95,2,13,5,6,19,4.75,13,2,2,3,0,2,2,0,1,2
4484,6376,True,14,14,82,4,1,10,0,23,4.785714285714286,1,1,2,2,1,0,2,0,2,0
4485,6380,True,18,16,105,6,4,2,1,24,4.722222222222222,4,2,2,3,2,1,1,0,2,1
4486,6382,True,18,16,105,6,4,2,1,24,4.722222222222222,4,2,2,3,2,1,1,0,2,1
4487,6383,True,24,22,142,8,9,2,1,31,4.875,9,3,3,4,2,2,1,0,3,2
4488,6384,True,19,19,127,4,3,2,2,34,5.578947368421052,3,3,3,4,1,1,1,0,3,1
4489,6385,False,12,12,68,4,0,1,0,17,4.583333333333333,0,1,1,1,1,0,0,0,1,0
4490,6386,True,3,3,21,1,0,0,0,6,5.666666666666667,0,0,0,0,0,0,0,0,0,0
4491,6387,False,16,16,95,7,9,0,1,16,4.875,9,2,2,3,2,2,0,0,1,2
4492,6388,True,10,9,67,0,5,0,7,18,5.5,5,0,0,1,0,2,0,0,1,2
4493,6389,False,7,7,38,3,0,1,1,14,4.285714285714286,0,0,0,0,1,0,0,0,0,0
4494,6391,True,10,9,67,0,5,0,7,18,5.5,5,0,0,1,0,2,0,0,1,2
4495,6392,False,4,4,25,0,0,1,0,8,5.0,0,0,0,0,0,0,0,0,0,0
4496,6393,False,5,5,30,2,6,0,0,5,4.8,6,0,0,0,0,2,0,0,0,2
4497,6394,True,8,8,42,6,9,1,1,7,4.125,9,0,0,0,2,2,0,0,0,2
4498,6395,False,14,14,93,0,3,10,2,18,5.571428571428571,3,1,2,2,0,1,2,0,1,1
4499,6396,True,7,7,53,2,4,1,0,14,6.428571428571429,4,0,0,0,0,1,0,0,0,1
4500,6397,True,6,6,35,4,3,0,0,5,4.666666666666667,3,0,0,0,1,1,0,0,0,1
4501,6398,False,14,14,95,4,3,2,0,24,5.714285714285714,3,1,2,3,1,1,1,0,2,1
4502,6399,False,11,11,57,5,2,1,0,13,4.090909090909091,2,1,1,1,1,0,0,0,0,0
4503,6400,True,4,4,29,0,0,1,1,6,6.0,0,0,0,0,0,0,0,0,0,0
4504,6402,True,2,2,19,0,3,0,0,5,8.0,3,0,0,0,0,1,0,0,0,1
4505,6403,False,11,10,53,2,3,7,1,12,3.727272727272727,3,1,1,0,0,1,2,0,0,1
4506,6404,False,15,15,101,1,6,12,1,21,5.666666666666667,6,2,2,3,0,2,2,0,2,2
4507,6405,True,10,10,62,1,0,2,0,17,5.1,0,0,1,1,0,0,1,0,1,0
4508,6406,True,6,6,41,1,4,1,0,10,5.666666666666667,4,0,0,0,0,1,0,0,0,1
4509,6407,True,6,6,28,2,2,1,0,7,3.5,2,0,0,0,0,0,0,0,0,0
4510,6410,False,4,4,22,2,1,1,0,10,4.25,1,0,0,0,0,0,0,0,0,0
4511,6412,False,8,8,50,0,1,6,1,17,5.125,1,0,0,0,0,0,2,0,1,0
4512,6413,False,11,11,77,1,9,1,0,17,5.909090909090909,9,1,1,2,0,2,0,0,1,2
4513,6414,False,14,14,93,0,3,10,2,18,5.571428571428571,3,1,2,2,0,1,2,0,1,1
4514,6415,True,7,7,53,2,4,1,0,14,6.428571428571429,4,0,0,0,0,1,0,0,0,1
4515,6416,True,14,14,116,3,8,3,1,29,7.214285714285714,8,1,2,4,1,2,1,0,3,2
4516,6417,True,16,16,116,2,7,5,0,29,6.1875,7,2,2,4,0,2,2,0,3,2
4517,6418,True,20,20,116,4,5,6,1,27,4.75,5,3,3,4,1,2,2,0,3,2
4518,6420,True,20,19,115,7,4,5,1,30,4.7,4,3,3,3,2,1,2,0,3,1
4519,6421,True,10,9,67,0,5,0,7,18,5.5,5,0,0,1,0,2,0,0,1,2
4520,6422,False,8,8,58,3,1,1,0,15,6.0,1,0,0,1,1,0,0,0,1,0
4521,6423,False,14,14,93,0,3,10,2,18,5.571428571428571,3,1,2,2,0,1,2,0,1,1
4522,6425,False,3,3,23,0,0,1,2,6,6.333333333333333,0,0,0,0,0,0,0,0,0,0
4523,6427,True,12,11,88,0,4,8,1,24,6.25,4,1,1,2,0,1,2,0,2,1
4524,6429,True,2,2,9,1,0,0,0,3,3.0,0,0,0,0,0,0,0,0,0,0
4525,6430,False,25,25,142,10,1,4,1,31,4.64,1,3,3,4,2,0,1,0,3,0
4526,6434,True,10,10,54,3,3,3,1,17,4.3,3,0,1,0,1,1,1,0,1,1
4527,6436,True,17,15,118,2,4,4,0,30,5.764705882352941,4,2,2,4,0,1,1,0,3,1
4528,6438,True,17,17,122,1,7,3,1,25,6.117647058823529,7,2,2,4,0,2,1,0,2,2
4529,6440,True,9,9,51,1,0,1,1,9,4.555555555555555,0,0,0,0,0,0,0,0,0,0
4530,6441,False,8,8,44,2,1,1,0,12,4.375,1,0,0,0,0,0,0,0,0,0
4531,6443,True,12,12,81,2,1,1,0,14,5.666666666666667,1,1,1,2,0,0,0,0,0,0
4532,6445,True,18,18,115,4,4,9,1,26,5.333333333333333,4,2,3,3,1,1,2,0,3,1
4533,6446,True,8,8,52,0,2,1,1,13,5.375,2,0,0,0,0,0,0,0,0,0
4534,6448,True,14,14,99,1,5,4,0,27,6.0,5,1,2,3,0,2,1,0,3,2
4535,6449,False,13,13,76,3,4,3,0,17,4.769230769230769,4,1,1,2,1,1,1,0,1,1
4536,6450,False,15,14,109,7,9,1,1,28,6.133333333333334,9,2,2,3,2,2,0,0,3,2
4537,6451,False,9,9,52,5,2,1,1,12,4.666666666666667,2,0,0,0,1,0,0,0,0,0
4538,6452,False,5,5,32,2,4,0,0,10,5.2,4,0,0,0,0,1,0,0,0,1
4539,6453,True,17,16,92,2,2,4,0,20,4.352941176470588,2,2,2,2,0,0,1,0,2,0
4540,6454,True,14,14,84,3,1,3,0,22,4.928571428571429,1,1,2,2,1,0,1,0,2,0
4541,6455,True,6,6,47,2,2,1,0,8,6.5,2,0,0,0,0,0,0,0,0,0
4542,6458,True,10,10,69,0,1,2,0,18,5.8,1,0,1,1,0,0,1,0,1,0
4543,6459,False,24,22,122,10,2,4,2,28,4.041666666666667,2,3,3,4,2,0,1,0,3,0
4544,6461,True,24,23,133,8,3,2,1,27,4.5,3,3,3,4,2,1,1,0,3,1
4545,6462,False,8,8,51,2,1,5,0,15,5.25,1,0,0,0,0,0,2,0,1,0
4546,6463,False,17,17,97,5,5,2,0,19,4.647058823529412,5,2,2,3,1,2,1,0,1,2
4547,6464,True,16,16,114,1,5,3,0,27,6.0625,5,2,2,3,0,2,1,0,3,2
4548,6465,False,4,4,30,1,0,0,0,9,6.25,0,0,0,0,0,0,0,0,0,0
4549,6466,True,7,7,93,0,10,5,0,19,12.142857142857142,10,0,0,2,0,2,2,0,1,2
4550,6467,True,16,15,88,2,1,3,0,19,4.4375,1,2,2,2,0,0,1,0,1,0
4551,6469,True,17,17,114,4,5,4,1,22,5.647058823529412,5,2,2,3,1,2,1,0,2,2
4552,6470,True,17,15,115,4,4,2,1,21,5.705882352941177,4,2,2,3,1,1,1,0,2,1
4553,6472,True,17,16,96,2,2,4,0,20,4.529411764705882,2,2,2,3,0,0,1,0,2,0
4554,6473,True,15,14,76,2,1,1,0,17,4.0,1,2,2,2,0,0,0,0,1,0
4555,6474,True,19,19,111,5,2,1,0,24,4.7894736842105265,2,3,3,3,1,0,0,0,2,0
4556,6477,True,16,16,114,1,5,3,0,27,6.0625,5,2,2,3,0,2,1,0,3,2
4557,6478,False,16,15,115,1,6,2,1,29,6.125,6,2,2,3,0,2,1,0,3,2
4558,6480,True,9,9,69,0,2,2,0,17,6.555555555555555,2,0,0,1,0,0,1,0,1,0
4559,6481,True,17,15,115,4,4,2,1,21,5.705882352941177,4,2,2,3,1,1,1,0,2,1
4560,6482,False,9,9,40,4,2,1,0,9,3.3333333333333335,2,0,0,0,1,0,0,0,0,0
4561,6484,True,16,16,114,1,5,3,0,27,6.0625,5,2,2,3,0,2,1,0,3,2
4562,6485,False,8,8,52,3,1,2,0,14,5.25,1,0,0,0,1,0,1,0,0,0
4563,6486,False,11,11,95,2,1,1,1,30,7.545454545454546,1,1,1,3,0,0,0,0,3,0
4564,6490,False,14,14,87,4,3,0,0,18,5.142857142857143,3,1,2,2,1,1,0,0,1,1
4565,6491,False,24,24,131,8,3,0,0,28,4.416666666666667,3,3,3,4,2,1,0,0,3,1
4566,6492,False,18,15,92,5,3,4,2,21,3.9444444444444446,3,2,2,2,1,1,1,0,2,1
4567,6493,False,18,17,102,8,5,2,1,29,4.611111111111111,5,2,2,3,2,2,1,0,3,2
4568,6494,False,21,20,122,4,8,9,2,24,4.619047619047619,8,3,3,4,1,2,2,0,2,2
4569,6495,True,18,18,109,6,6,2,0,25,5.0,6,2,3,3,2,2,1,0,2,2
4570,6497,False,8,8,52,4,1,0,0,12,5.375,1,0,0,0,1,0,0,0,0,0
4571,6499,False,22,22,125,7,4,1,0,32,4.636363636363637,4,3,3,4,2,1,0,0,3,1
4572,6500,True,12,12,72,6,0,2,0,18,4.916666666666667,0,1,1,1,2,0,1,0,1,0
4573,6501,True,20,20,140,3,3,8,0,39,5.95,3,3,3,4,1,1,2,0,3,1
4574,6504,False,9,9,68,2,4,1,0,18,6.444444444444445,4,0,0,1,0,1,0,0,1,1
4575,6505,False,18,18,121,4,0,2,1,33,5.666666666666667,0,2,3,4,1,0,1,0,3,0
4576,6506,True,20,20,118,5,3,8,1,29,4.85,3,3,3,4,1,1,2,0,3,1
4577,6510,True,10,10,62,3,2,3,3,12,5.1,2,0,1,1,1,0,1,0,0,0
4578,6511,False,24,20,130,12,1,2,0,33,4.375,1,3,3,4,2,0,1,0,3,0
4579,6512,False,14,14,86,3,2,2,2,18,5.071428571428571,2,1,2,2,1,0,1,0,1,0
4580,6513,False,12,11,65,6,5,1,2,19,4.333333333333333,5,1,1,1,2,2,0,0,1,2
4581,6514,False,21,20,113,9,0,1,1,31,4.333333333333333,0,3,3,3,2,0,0,0,3,0
4582,6515,False,15,15,86,4,6,2,0,20,4.666666666666667,6,2,2,2,1,2,1,0,2,2
4583,6516,False,14,14,107,4,5,1,1,23,6.571428571428571,5,1,2,3,1,2,0,0,2,2
4584,6518,False,10,10,56,4,2,1,0,12,4.5,2,0,1,1,1,0,0,0,0,0
4585,6519,True,8,8,63,1,1,3,0,16,6.75,1,0,0,1,0,0,1,0,1,0
4586,6520,False,8,8,66,1,18,2,0,12,7.125,18,0,0,1,0,2,1,0,0,2
4587,6523,False,20,19,113,7,4,1,2,24,4.6,4,3,3,3,2,1,0,0,2,1
4588,6525,False,10,10,65,2,3,4,0,11,5.4,3,0,1,1,0,1,1,0,0,1
4589,6527,True,22,20,122,7,5,3,0,29,4.5,5,3,3,4,2,2,1,0,3,2
4590,6528,True,13,12,91,1,2,3,2,25,5.846153846153846,2,1,1,2,0,0,1,0,2,0
4591,6529,False,11,11,65,3,2,1,0,16,4.7272727272727275,2,1,1,1,1,0,0,0,1,0
4592,6530,False,8,8,48,1,0,2,0,12,4.875,0,0,0,0,0,0,1,0,0,0
4593,6532,False,9,9,49,2,0,6,0,14,4.333333333333333,0,0,0,0,0,0,2,0,0,0
4594,6534,True,19,19,112,5,3,2,0,30,4.842105263157895,3,3,3,3,1,1,1,0,3,1
4595,6535,False,16,14,122,2,9,2,0,28,6.5625,9,2,2,4,0,2,1,0,3,2
4596,6536,False,11,11,76,2,2,6,0,19,5.818181818181818,2,1,1,2,0,0,2,0,1,0
4597,6537,True,13,13,90,1,5,5,1,19,5.769230769230769,5,1,1,2,0,2,2,0,1,2
4598,6540,False,12,12,94,2,4,1,2,30,6.75,4,1,1,2,0,1,0,0,3,1
4599,6541,True,12,12,87,4,3,2,0,20,6.166666666666667,3,1,1,2,1,1,1,0,2,1
4600,6542,False,15,15,85,7,1,4,0,24,4.6,1,2,2,2,2,0,1,0,2,0
4601,6543,True,15,13,72,1,2,11,4,20,3.7333333333333334,2,2,1,1,0,0,2,0,2,0
4602,6545,False,26,19,120,9,3,4,2,27,3.576923076923077,3,3,3,4,2,1,1,0,3,1
4603,6546,False,14,13,74,6,0,3,0,14,4.142857142857143,0,1,1,1,2,0,1,0,0,0
4604,6547,True,6,6,60,1,0,4,0,16,8.833333333333334,0,0,0,1,0,0,1,0,1,0
4605,6548,True,13,13,90,1,5,5,1,19,5.769230769230769,5,1,1,2,0,2,2,0,1,2
4606,6549,False,25,23,125,7,4,7,2,26,3.96,4,3,3,4,2,1,2,0,3,1
4607,6550,False,13,12,89,0,4,7,0,22,5.769230769230769,4,1,1,2,0,1,2,0,2,1
4608,6551,False,21,19,129,0,3,18,0,35,5.095238095238095,3,3,3,4,0,1,2,0,3,1
