,id,#palabras,#palabras_unicas,#caracteres,#stopwords,#puntuacion,#capitalize,#mayusculas,#silabas,promedio_len_word,#caracteres_especiales
3605,5146,21,18,103,11,2,2,1,27,3.857142857142857,2
3606,5148,11,11,69,3,0,3,0,17,5.181818181818182,0
3607,5149,10,10,63,3,2,1,1,12,5.2,2
3608,5150,2,2,18,0,0,0,0,7,7.5,0
3609,5152,19,19,115,3,9,4,2,24,5.0,9
3610,5153,20,20,138,6,9,8,0,29,5.85,9
3611,5154,9,9,58,2,0,2,0,18,5.333333333333333,0
3612,5155,8,8,48,2,2,1,0,14,4.875,2
3613,5157,20,20,138,6,9,8,0,29,5.85,9
3614,5159,20,20,138,6,9,8,0,29,5.85,9
3615,5160,9,9,58,2,0,2,0,18,5.333333333333333,0
3616,5162,13,13,78,2,3,1,2,21,4.923076923076923,3
3617,5164,20,20,115,4,6,6,1,26,4.7,6
3618,5165,17,17,102,6,4,2,0,29,4.882352941176471,4
3619,5166,12,12,70,2,2,2,0,15,4.75,2
3620,5168,23,22,137,6,5,6,1,32,4.913043478260869,5
3621,5169,16,16,105,5,3,1,0,24,5.5,3
3622,5170,16,16,87,6,3,2,0,24,4.375,3
3623,5171,24,22,138,10,2,1,0,26,4.708333333333333,2
3624,5172,23,20,108,10,4,1,0,21,3.652173913043478,4
3625,5174,10,10,63,1,3,1,1,17,5.2,3
3626,5175,7,7,63,0,2,0,0,10,7.714285714285714,2
3627,5176,13,11,89,3,2,6,0,20,5.769230769230769,2
3628,5177,17,17,123,1,8,3,0,30,6.176470588235294,8
3629,5178,7,7,52,1,1,5,0,12,6.285714285714286,1
3630,5179,4,4,27,0,0,2,0,6,5.5,0
3631,5180,19,19,108,8,4,4,2,25,4.631578947368421,4
3632,5181,12,12,91,1,5,4,0,31,6.5,5
3633,5182,19,19,141,8,8,1,0,33,6.368421052631579,8
3634,5183,8,8,55,3,0,0,0,15,5.75,0
3635,5184,8,8,47,2,2,1,1,12,4.75,2
3636,5185,12,12,62,5,0,3,1,18,4.0,0
3637,5186,11,11,55,3,8,1,0,14,3.909090909090909,8
3638,5187,5,5,41,1,0,0,1,13,7.0,0
3639,5188,8,8,51,0,2,8,1,14,5.25,2
3640,5189,15,15,108,5,3,2,0,32,6.066666666666666,3
3641,5190,19,18,113,8,1,2,2,28,4.894736842105263,1
3642,5191,15,15,94,3,2,3,0,23,5.2,2
3643,5192,11,11,78,3,2,2,0,17,6.0,2
3644,5193,11,11,69,1,8,1,8,17,5.181818181818182,8
3645,5194,18,16,116,5,4,2,0,32,5.333333333333333,4
3646,5195,6,6,37,2,1,1,0,12,5.0,1
3647,5196,15,14,94,5,2,1,0,26,5.2,2
3648,5197,20,20,110,8,1,4,1,25,4.45,1
3649,5198,8,8,62,0,0,1,0,15,6.625,0
3650,5199,14,13,78,2,6,6,4,20,4.5,6
3651,5200,10,10,60,2,1,2,0,15,4.9,1
3652,5201,14,14,96,3,2,1,2,22,5.785714285714286,2
3653,5202,12,12,104,2,5,2,0,27,7.583333333333333,5
3654,5203,15,15,96,2,1,1,1,24,5.333333333333333,1
3655,5204,16,16,85,7,0,1,2,22,4.25,0
3656,5206,18,17,109,6,0,0,1,31,5.0,0
3657,5207,11,11,85,4,3,3,0,20,6.636363636363637,3
3658,5208,18,17,116,4,8,4,0,28,5.277777777777778,8
3659,5209,22,22,142,4,5,4,0,31,5.409090909090909,5
3660,5210,13,13,81,6,0,2,0,21,5.153846153846154,0
3661,5211,5,5,90,0,25,0,0,21,16.8,25
3662,5212,7,7,35,3,4,0,0,7,3.857142857142857,4
3663,5213,3,3,10,1,0,2,0,3,2.0,0
3664,5218,22,22,131,7,2,5,1,33,4.909090909090909,2
3665,5219,17,16,84,2,8,5,3,18,3.8823529411764706,8
3666,5220,9,9,70,1,1,1,0,15,6.666666666666667,1
3667,5221,1,1,11,0,1,1,0,5,9.0,1
3668,5222,9,9,55,1,2,3,0,15,5.0,2
3669,5223,12,12,61,6,0,0,0,15,4.0,0
3670,5224,1,1,10,0,0,0,0,5,8.0,0
3671,5226,14,14,81,1,5,1,0,20,4.714285714285714,5
3672,5227,19,17,102,7,4,2,0,30,4.315789473684211,4
3673,5228,10,10,76,2,0,2,0,25,6.5,0
3674,5229,1,1,11,0,0,1,0,5,8.0,0
3675,5230,7,7,36,2,2,1,0,10,4.0,2
3676,5231,11,11,72,2,3,6,1,20,5.363636363636363,3
3677,5232,12,12,49,3,2,4,1,12,3.0,2
3678,5233,6,5,27,1,2,1,0,4,3.3333333333333335,2
3679,5234,10,10,82,0,2,8,1,21,7.1,2
3680,5235,4,4,28,0,0,1,1,7,5.75,0
3681,5236,1,1,20,0,10,0,1,5,18.0,10
3682,5238,23,23,140,3,11,2,6,32,5.0,11
3683,5242,1,1,12,0,1,1,0,5,9.0,1
3684,5243,4,4,42,0,8,2,0,10,9.25,8
3685,5244,13,13,74,5,4,2,0,17,4.615384615384615,4
3686,5245,2,2,14,0,3,0,0,5,5.5,3
3687,5247,10,10,76,2,0,2,0,25,6.5,0
3688,5248,1,1,10,0,0,1,0,5,8.0,0
3689,5249,11,11,66,3,2,2,0,18,4.909090909090909,2
3690,5251,17,16,84,2,8,5,3,18,3.8823529411764706,8
3691,5252,19,19,104,7,3,4,1,24,4.421052631578948,3
3692,5254,9,9,55,2,2,2,0,15,5.0,2
3693,5255,15,15,85,3,0,9,3,23,4.6,0
3694,5256,19,18,96,3,7,8,3,23,4.0,7
3695,5257,17,16,114,5,0,4,0,31,5.647058823529412,0
3696,5259,2,2,15,0,4,1,0,5,6.0,4
3697,5260,17,15,82,9,4,2,0,22,3.764705882352941,4
3698,5262,6,6,38,1,2,4,0,8,5.166666666666667,2
3699,5263,11,11,61,5,1,1,1,15,4.454545454545454,1
3700,5264,19,18,116,4,8,2,2,17,5.0,8
3701,5265,13,13,82,6,0,0,0,18,5.230769230769231,0
3702,5266,29,26,130,16,2,1,1,30,3.4482758620689653,2
3703,5267,11,11,63,5,0,1,0,14,4.636363636363637,0
3704,5269,16,15,83,8,16,2,1,17,4.125,16
3705,5270,20,19,134,8,7,2,0,27,5.65,7
3706,5271,17,17,140,5,6,3,0,37,7.176470588235294,6
3707,5272,6,6,43,0,3,4,0,14,6.0,3
3708,5273,25,23,130,14,4,1,1,37,4.12,4
3709,5274,16,15,111,0,6,3,12,19,5.875,6
3710,5276,19,18,102,9,4,1,0,28,4.2631578947368425,4
3711,5278,8,8,40,2,0,6,0,9,3.875,0
3712,5280,3,3,16,0,1,0,1,6,4.0,1
3713,5281,19,19,119,7,8,6,1,26,5.157894736842105,8
3714,5282,21,21,125,7,4,1,0,32,4.904761904761905,4
3715,5283,20,19,115,7,2,5,0,25,4.7,2
3716,5284,22,22,116,9,2,7,1,31,4.181818181818182,2
3717,5285,3,3,16,1,1,0,0,4,4.0,1
3718,5286,9,9,47,2,1,0,0,10,4.111111111111111,1
3719,5287,12,12,77,2,5,2,0,17,5.333333333333333,5
3720,5290,13,13,75,6,2,1,0,19,4.6923076923076925,2
3721,5291,7,7,34,3,0,2,0,9,3.7142857142857144,0
3722,5292,8,7,40,3,1,0,0,5,3.875,1
3723,5293,18,18,91,4,1,1,1,27,4.0,1
3724,5295,15,14,99,6,11,2,0,17,5.533333333333333,11
3725,5296,18,18,92,7,3,5,0,24,4.055555555555555,3
3726,5297,15,14,74,8,1,0,0,17,3.8666666666666667,1
3727,5298,22,22,116,7,8,2,0,23,4.2272727272727275,8
3728,5299,8,8,47,3,3,1,0,13,4.75,3
3729,5300,18,16,117,8,1,2,0,32,5.444444444444445,1
3730,5301,14,11,71,5,6,6,0,12,4.0,6
3731,5302,6,6,24,4,0,1,1,7,2.8333333333333335,0
3732,5304,22,19,113,11,4,3,0,23,4.090909090909091,4
3733,5305,26,23,140,10,1,1,1,31,4.346153846153846,1
3734,5306,17,17,95,3,2,3,0,17,4.529411764705882,2
3735,5308,16,16,119,4,6,2,0,29,6.375,6
3736,5309,4,4,22,2,0,1,0,8,4.25,0
3737,5310,16,16,113,4,6,4,1,24,6.0,6
3738,5313,12,12,74,0,0,10,1,13,5.083333333333333,0
3739,5315,13,12,74,2,3,5,0,17,4.615384615384615,3
3740,5316,20,19,113,4,4,11,0,24,4.6,4
3741,5317,9,9,45,4,2,1,0,11,3.888888888888889,2
3742,5319,24,9,109,14,2,1,0,21,3.5,2
3743,5320,7,7,33,1,0,2,0,10,3.5714285714285716,0
3744,5321,6,6,34,0,2,1,0,8,4.5,2
3745,5322,5,5,24,2,0,1,0,7,3.4,0
3746,5323,10,10,57,4,1,0,0,11,4.5,1
3747,5324,8,8,44,3,0,1,0,13,4.375,0
3748,5325,9,9,52,3,0,1,0,16,4.666666666666667,0
3749,5326,3,3,12,0,0,3,1,3,2.6666666666666665,0
3750,5328,11,9,50,5,3,3,0,11,3.3636363636363638,3
3751,5330,3,3,15,0,2,2,0,4,3.3333333333333335,2
3752,5331,19,19,114,3,8,12,0,24,4.947368421052632,8
3753,5332,10,10,89,1,7,3,2,20,7.7,7
3754,5335,19,19,114,5,0,0,0,24,4.947368421052632,0
3755,5336,11,10,49,4,4,1,1,13,3.3636363636363638,4
3756,5337,9,9,54,0,0,3,0,14,4.888888888888889,0
3757,5338,5,5,23,0,0,0,5,5,3.4,0
3758,5339,7,7,32,2,1,0,0,6,3.4285714285714284,1
3759,5341,15,15,66,8,0,0,0,14,3.3333333333333335,0
3760,5342,18,18,115,3,10,12,0,23,5.333333333333333,10
3761,5343,5,5,26,1,0,1,0,8,4.0,0
3762,5344,5,5,36,0,2,1,0,10,6.0,2
3763,5345,18,17,124,6,10,1,0,27,5.833333333333333,10
3764,5346,15,15,88,6,5,3,0,22,4.8,5
3765,5347,19,17,106,7,4,2,1,28,4.526315789473684,4
3766,5349,14,12,67,7,1,1,1,20,3.7142857142857144,1
3767,5350,15,13,79,4,1,4,0,21,4.2,1
3768,5351,7,7,32,2,1,1,1,8,3.4285714285714284,1
3769,5352,13,12,71,4,4,4,0,18,4.384615384615385,4
3770,5353,9,9,45,3,2,3,1,11,3.7777777777777777,2
3771,5354,16,16,100,7,4,1,0,24,5.125,4
3772,5355,4,4,25,1,0,1,0,5,5.0,0
3773,5356,12,12,59,4,4,1,0,14,3.8333333333333335,4
3774,5357,16,16,90,4,5,2,0,18,4.5625,5
3775,5359,12,12,78,2,4,1,0,20,5.416666666666667,4
3776,5362,19,17,94,1,7,9,5,18,3.8947368421052633,7
3777,5365,24,24,115,11,5,2,3,29,3.75,5
3778,5366,14,14,100,1,9,7,2,19,6.071428571428571,9
3779,5367,7,7,42,1,1,2,0,9,4.857142857142857,1
3780,5368,26,21,137,12,2,0,0,33,4.230769230769231,2
3781,5371,20,18,113,6,3,1,0,23,4.6,3
3782,5372,11,11,69,0,9,1,10,12,5.181818181818182,9
3783,5373,21,18,109,7,1,0,0,24,4.142857142857143,1
3784,5375,12,12,83,2,2,6,0,18,5.833333333333333,2
3785,5377,17,15,115,3,4,7,0,24,5.705882352941177,4
3786,5378,8,8,48,1,1,1,0,14,4.875,1
3787,5379,8,8,45,3,2,0,0,10,4.5,2
3788,5380,27,25,139,10,8,2,0,32,4.111111111111111,8
3789,5381,12,12,78,2,4,4,1,21,5.416666666666667,4
3790,5382,20,20,118,3,6,4,1,24,4.85,6
3791,5383,8,8,45,4,1,0,0,10,4.5,1
3792,5384,28,24,114,16,2,3,4,33,3.0357142857142856,2
3793,5385,21,20,118,8,10,1,0,27,4.571428571428571,10
3794,5386,26,21,126,7,4,6,3,20,3.769230769230769,4
3795,5387,20,20,118,3,6,4,1,24,4.85,6
3796,5389,21,21,115,2,3,8,1,26,4.380952380952381,3
3797,5391,14,14,79,0,3,7,2,11,4.428571428571429,3
3798,5392,11,11,82,0,0,11,0,14,6.363636363636363,0
3799,5396,11,11,56,5,0,0,0,11,4.0,0
3800,5397,5,5,30,0,0,1,0,9,4.8,0
3801,5400,7,7,41,1,1,2,0,8,4.714285714285714,1
3802,5403,16,15,115,4,6,6,0,24,6.0,6
3803,5404,8,8,41,3,0,0,0,9,4.0,0
3804,5406,5,5,29,1,1,2,1,7,4.6,1
3805,5407,14,14,73,5,9,5,0,13,4.142857142857143,9
3806,5408,12,12,80,2,2,5,0,19,5.583333333333333,2
3807,5409,14,13,85,0,8,4,5,18,5.0,8
3808,5410,9,8,62,0,4,6,0,12,5.777777777777778,4
3809,5411,14,14,99,5,5,1,0,26,6.0,5
3810,5412,19,18,106,6,4,0,0,24,4.526315789473684,4
3811,5413,9,9,59,0,1,0,9,14,5.333333333333333,1
3812,5416,16,16,103,0,3,8,0,20,5.375,3
3813,5417,17,17,99,6,1,3,0,23,4.764705882352941,1
3814,5418,18,18,118,4,6,1,0,19,5.5,6
3815,5420,12,12,77,0,0,12,0,15,5.333333333333333,0
3816,5423,26,26,142,10,5,1,1,28,4.423076923076923,5
3817,5425,17,17,116,3,5,14,0,28,5.764705882352941,5
3818,5426,21,19,107,10,5,2,1,21,4.0476190476190474,5
3819,5428,15,15,82,3,2,10,2,18,4.4,2
3820,5430,13,12,89,4,1,2,0,23,5.769230769230769,1
3821,5432,11,11,66,2,1,6,0,18,4.909090909090909,1
3822,5437,19,19,120,5,11,3,1,26,5.2631578947368425,11
3823,5439,10,10,57,3,2,0,1,10,4.6,2
3824,5442,19,18,109,7,3,0,0,26,4.684210526315789,3
3825,5443,14,14,81,6,0,1,0,16,4.714285714285714,0
3826,5444,10,10,68,0,1,7,1,10,5.4,1
3827,5445,12,12,79,0,2,12,0,15,5.5,2
3828,5446,13,13,95,3,2,7,1,22,6.230769230769231,2
3829,5448,14,14,85,3,3,4,1,18,5.0,3
3830,5449,13,13,96,2,3,5,0,20,6.3076923076923075,3
3831,5450,15,15,95,6,2,0,0,16,5.266666666666667,2
3832,5452,8,8,52,1,1,4,0,11,5.375,1
3833,5454,20,19,136,4,11,4,0,21,5.75,11
3834,5455,17,17,113,4,3,4,1,26,5.588235294117647,3
3835,5458,20,19,124,6,1,3,0,28,5.15,1
3836,5459,18,18,134,5,4,1,2,28,6.388888888888889,4
3837,5460,12,12,73,1,4,0,11,10,5.0,4
3838,5461,11,11,113,0,8,3,4,20,9.090909090909092,8
3839,5462,15,15,93,0,6,11,2,19,5.133333333333334,6
3840,5465,15,15,93,0,6,11,2,19,5.133333333333334,6
3841,5466,9,9,74,3,2,1,0,21,7.111111111111111,2
3842,5467,4,4,22,0,0,2,0,4,4.25,0
3843,5468,14,14,89,4,7,0,0,19,5.214285714285714,7
3844,5469,21,21,117,9,4,5,0,25,4.523809523809524,4
3845,5471,2,2,14,0,1,0,0,5,5.5,1
3846,5473,8,8,53,1,3,6,0,13,5.5,3
3847,5475,11,11,50,5,1,0,0,14,3.4545454545454546,1
3848,5476,9,9,47,3,6,0,0,12,4.111111111111111,6
3849,5477,10,10,47,3,0,0,0,9,3.6,0
3850,5479,15,13,63,7,0,0,0,19,3.1333333333333333,0
3851,5480,11,11,66,0,3,9,1,12,4.818181818181818,3
3852,5481,15,15,93,0,6,11,2,19,5.133333333333334,6
3853,5482,20,19,99,9,0,0,0,21,3.9,0
3854,5484,19,19,114,4,4,3,0,25,4.947368421052632,4
3855,5485,9,9,80,0,5,6,0,13,7.666666666666667,5
3856,5486,17,17,120,4,5,3,0,29,5.9411764705882355,5
3857,5487,6,6,29,3,0,0,0,8,3.6666666666666665,0
3858,5488,18,18,92,8,1,2,1,18,4.055555555555555,1
3859,5489,30,28,139,15,1,2,1,31,3.6,1
3860,5491,21,21,137,4,6,3,0,29,5.476190476190476,6
3861,5492,6,6,36,2,0,0,0,8,4.833333333333333,0
3862,5493,24,23,121,9,6,3,1,25,4.0,6
3863,5494,19,19,114,4,4,3,0,25,4.947368421052632,4
3864,5495,19,19,104,8,3,3,1,21,4.315789473684211,3
3865,5496,9,9,54,3,3,1,0,13,4.888888888888889,3
3866,5497,14,14,80,6,0,0,0,16,4.571428571428571,0
3867,5498,6,6,38,1,6,2,0,9,5.166666666666667,6
3868,5499,18,16,89,11,2,1,0,28,3.888888888888889,2
3869,5501,18,18,94,7,2,2,1,19,4.166666666666667,2
3870,5502,17,17,110,5,4,2,0,23,5.411764705882353,4
3871,5503,21,21,137,4,5,4,0,32,5.476190476190476,5
3872,5505,19,19,114,4,4,3,0,25,4.947368421052632,4
3873,5506,16,15,96,6,1,0,0,25,4.9375,1
3874,5507,15,14,75,3,3,8,1,24,3.933333333333333,3
3875,5509,18,14,87,6,2,6,1,16,3.7777777777777777,2
3876,5510,11,11,84,2,1,1,0,24,6.545454545454546,1
3877,5514,6,6,49,2,5,3,0,12,7.0,5
3878,5515,17,16,96,8,2,1,1,20,4.588235294117647,2
3879,5517,18,16,108,5,12,1,0,24,4.944444444444445,12
3880,5518,4,4,26,0,1,1,3,7,5.25,1
3881,5519,8,8,44,4,3,1,1,8,4.375,3
3882,5520,8,8,49,3,2,1,0,14,5.0,2
3883,5521,1,1,11,0,0,1,0,2,9.0,0
3884,5522,24,24,132,7,2,3,0,35,4.458333333333333,2
3885,5524,22,21,141,8,6,6,0,33,5.363636363636363,6
3886,5525,8,8,48,3,2,1,0,8,4.875,2
3887,5526,22,22,113,5,4,5,1,33,4.090909090909091,4
3888,5528,19,14,110,10,6,0,0,22,4.7368421052631575,6
3889,5529,19,18,103,3,7,3,0,18,4.2631578947368425,7
3890,5531,15,15,95,4,4,2,0,16,5.266666666666667,4
3891,5532,3,3,24,0,0,1,0,3,6.666666666666667,0
3892,5534,9,9,55,2,1,3,1,13,5.0,1
3893,5535,5,5,33,2,2,1,0,9,5.4,2
3894,5538,18,18,116,6,2,4,0,26,5.388888888888889,2
3895,5539,19,16,94,7,7,2,2,25,3.8947368421052633,7
3896,5540,10,10,62,4,2,1,0,12,5.1,2
3897,5541,3,3,25,0,1,0,0,5,7.0,1
3898,5544,22,21,108,12,3,2,1,26,3.8636363636363638,3
3899,5545,16,15,100,5,2,1,0,22,5.125,2
3900,5547,18,18,83,10,0,1,1,18,3.5555555555555554,0
3901,5548,22,21,130,8,6,2,0,29,4.863636363636363,6
3902,5552,17,15,112,2,0,5,6,22,5.411764705882353,0
3903,5553,2,2,17,0,1,0,0,3,7.0,1
3904,5554,6,6,41,1,0,3,0,11,5.666666666666667,0
3905,5555,24,19,141,13,7,0,0,29,4.833333333333333,7
3906,5556,16,12,110,2,4,14,0,23,5.8125,4
3907,5557,17,16,93,0,3,1,12,17,4.352941176470588,3
3908,5558,16,15,101,6,9,2,1,19,5.25,9
3909,5559,24,23,124,8,5,1,1,27,4.125,5
3910,5560,17,16,93,0,3,1,12,17,4.352941176470588,3
3911,5561,17,17,90,8,11,0,0,18,4.235294117647059,11
3912,5563,11,11,64,1,3,6,3,12,4.636363636363637,3
3913,5564,18,18,93,0,2,14,3,17,4.111111111111111,2
3914,5565,18,18,93,0,2,14,3,17,4.111111111111111,2
3915,5567,5,5,38,1,2,1,1,9,6.4,2
3916,5569,13,13,80,4,2,8,0,19,5.076923076923077,2
3917,5570,18,18,93,0,2,11,5,18,4.055555555555555,2
3918,5573,26,24,128,9,3,4,1,35,3.8846153846153846,3
3919,5575,14,14,70,5,2,2,1,17,3.9285714285714284,2
3920,5576,11,11,61,3,4,1,0,14,4.454545454545454,4
3921,5577,18,18,93,0,2,14,3,17,4.111111111111111,2
3922,5578,3,3,14,2,0,0,1,3,3.3333333333333335,0
3923,5579,18,18,93,0,3,12,4,21,4.111111111111111,3
3924,5580,18,18,93,0,2,11,5,18,4.055555555555555,2
3925,5581,9,9,55,4,2,0,0,17,5.0,2
3926,5582,19,19,99,0,6,12,8,16,4.157894736842105,6
3927,5584,14,13,82,0,1,11,5,19,4.785714285714286,1
3928,5586,17,17,91,0,7,4,7,26,4.294117647058823,7
3929,5587,19,19,93,1,4,4,5,21,3.789473684210526,4
3930,5588,18,18,93,0,2,11,5,18,4.055555555555555,2
3931,5589,14,13,93,3,2,1,0,18,5.571428571428571,2
3932,5590,14,14,72,1,3,5,4,17,4.071428571428571,3
3933,5592,18,18,93,0,2,11,5,18,4.055555555555555,2
3934,5593,13,12,67,4,1,4,2,18,4.076923076923077,1
3935,5594,16,16,105,3,5,2,1,23,5.5,5
3936,5595,18,18,93,0,2,14,3,17,4.111111111111111,2
3937,5598,18,18,93,0,2,14,3,17,4.111111111111111,2
3938,5599,18,18,93,0,2,14,3,17,4.111111111111111,2
3939,5600,11,11,60,2,2,3,3,15,4.363636363636363,2
3940,5602,24,22,141,10,2,0,0,29,4.833333333333333,2
3941,5603,18,18,93,0,2,14,3,17,4.111111111111111,2
3942,5604,15,14,95,0,2,13,0,24,5.266666666666667,2
3943,5605,11,11,70,2,0,3,0,18,5.2727272727272725,0
3944,5608,21,17,115,4,10,4,8,24,4.428571428571429,10
3945,5609,18,18,93,0,3,12,4,21,4.111111111111111,3
3946,5611,17,17,115,3,2,5,2,25,5.647058823529412,2
3947,5612,9,9,59,3,0,2,0,15,5.444444444444445,0
3948,5613,10,10,59,4,1,3,0,15,4.8,1
3949,5614,23,20,117,11,0,0,0,23,4.043478260869565,0
3950,5617,15,14,118,4,5,7,4,23,6.8,5
3951,5618,14,14,110,4,5,4,0,25,6.785714285714286,5
3952,5619,15,14,113,2,4,3,0,24,6.466666666666667,4
3953,5620,2,2,15,0,4,1,0,4,6.0,4
3954,5621,9,9,51,2,4,2,0,11,4.555555555555555,4
3955,5622,15,15,95,2,4,5,0,28,5.266666666666667,4
3956,5624,14,14,86,2,3,5,0,24,5.071428571428571,3
3957,5625,8,8,64,0,2,3,0,16,6.875,2
3958,5626,18,16,115,2,9,4,1,29,5.333333333333333,9
3959,5627,24,23,127,10,5,3,0,32,4.25,5
3960,5628,9,9,59,3,0,2,0,15,5.444444444444445,0
3961,5629,15,14,88,0,0,0,15,26,4.8,0
3962,5631,21,19,102,7,2,4,2,26,3.8095238095238093,2
3963,5632,13,13,63,3,1,3,0,19,3.769230769230769,1
3964,5633,7,7,57,1,1,1,0,15,7.0,1
3965,5634,9,9,55,2,0,2,1,10,5.0,0
3966,5635,14,14,104,0,4,10,1,25,6.357142857142857,4
3967,5638,14,14,80,5,2,1,3,20,4.642857142857143,2
3968,5641,7,7,48,2,1,1,0,12,5.714285714285714,1
3969,5642,18,17,97,9,3,0,0,26,4.333333333333333,3
3970,5644,17,17,86,6,5,2,7,22,4.0,5
3971,5645,12,12,72,2,1,2,2,22,4.916666666666667,1
3972,5646,11,11,74,2,3,7,0,21,5.636363636363637,3
3973,5647,8,8,42,0,0,0,8,11,4.125,0
3974,5650,18,15,115,1,7,11,3,25,5.333333333333333,7
3975,5651,9,9,44,0,0,0,9,11,3.7777777777777777,0
3976,5652,13,13,85,3,1,2,1,23,5.461538461538462,1
3977,5653,17,17,114,5,4,4,1,30,5.647058823529412,4
3978,5654,18,17,79,3,1,4,2,20,3.3333333333333335,1
3979,5655,7,7,34,2,0,1,1,7,3.7142857142857144,0
3980,5656,11,11,69,0,1,10,0,17,5.181818181818182,1
3981,5657,16,14,114,2,3,9,0,30,6.0625,3
3982,5658,20,19,116,5,1,3,0,25,4.7,1
3983,5659,24,22,145,4,5,10,2,40,5.0,5
3984,5661,12,12,78,1,3,8,0,19,5.416666666666667,3
3985,5662,23,17,139,9,4,5,2,33,4.913043478260869,4
3986,5663,17,17,113,5,4,4,0,32,5.588235294117647,4
3987,5664,20,18,115,8,3,2,0,17,4.6,3
3988,5665,24,22,132,8,8,2,0,38,4.458333333333333,8
3989,5668,24,24,120,10,3,2,1,20,3.9583333333333335,3
3990,5669,12,12,67,4,0,1,0,14,4.5,0
3991,5670,19,19,114,4,0,0,1,28,4.947368421052632,0
3992,5671,18,16,97,8,0,0,0,30,4.333333333333333,0
3993,5672,5,5,34,1,0,1,0,9,5.6,0
3994,5673,26,24,145,12,4,0,0,41,4.538461538461538,4
3995,5674,22,21,137,8,4,1,0,31,5.136363636363637,4
3996,5675,17,17,116,2,4,11,0,31,5.764705882352941,4
3997,5676,19,19,114,1,10,5,4,23,4.947368421052632,10
3998,5677,21,18,113,4,6,10,0,32,4.333333333333333,6
3999,5680,13,12,83,3,0,3,0,23,5.3076923076923075,0
4000,5683,17,16,86,9,2,1,1,18,4.0,2
4001,5684,11,11,68,1,5,7,0,20,5.090909090909091,5
4002,5685,23,22,123,5,5,5,1,28,4.260869565217392,5
4003,5686,6,6,37,0,1,5,0,10,5.0,1
4004,5687,17,13,98,5,1,2,2,23,4.705882352941177,1
4005,5688,10,10,64,0,0,8,1,19,5.3,0
4006,5689,19,18,137,2,8,5,2,41,6.157894736842105,8
4007,5690,16,16,116,5,6,2,1,25,6.1875,6
4008,5692,10,10,61,2,2,2,0,17,5.0,2
4009,5693,20,20,114,2,5,4,4,21,4.65,5
4010,5694,18,18,101,9,3,5,0,31,4.555555555555555,3
4011,5695,13,13,76,5,5,2,0,18,4.769230769230769,5
4012,5698,21,20,114,10,2,0,0,26,4.380952380952381,2
4013,5699,23,17,139,9,4,5,2,33,4.913043478260869,4
4014,5703,8,8,44,1,1,1,0,9,4.375,1
4015,5704,13,12,89,3,2,4,0,24,5.769230769230769,2
4016,5705,3,3,23,0,0,1,0,7,6.333333333333333,0
4017,5706,14,12,78,1,5,3,0,18,4.5,5
4018,5707,17,17,127,3,6,0,0,22,6.411764705882353,6
4019,5710,23,17,139,9,4,5,2,33,4.913043478260869,4
4020,5711,17,17,137,2,4,13,2,38,7.0,4
4021,5712,17,17,103,4,1,3,2,24,5.0,1
4022,5713,17,15,77,6,2,4,1,19,3.4705882352941178,2
4023,5714,21,17,100,9,1,1,0,23,3.7142857142857144,1
4024,5715,5,5,32,0,0,1,0,7,5.2,0
4025,5716,9,9,51,2,0,4,0,13,4.555555555555555,0
4026,5717,15,14,107,2,4,5,0,26,6.066666666666666,4
4027,5719,17,16,80,10,2,0,0,15,3.6470588235294117,2
4028,5720,5,5,27,2,2,0,0,4,4.2,2
4029,5721,13,13,64,1,4,8,2,13,3.8461538461538463,4
4030,5722,18,16,102,5,2,5,0,23,4.611111111111111,2
4031,5724,10,10,49,0,1,1,10,12,3.8,1
4032,5726,9,9,51,2,0,4,0,13,4.555555555555555,0
4033,5727,28,27,140,12,3,4,1,31,3.9642857142857144,3
4034,5729,28,28,139,9,11,2,1,21,3.9285714285714284,11
4035,5730,19,19,101,12,2,1,0,26,4.2631578947368425,2
4036,5732,22,20,136,6,5,11,1,28,5.136363636363637,5
4037,5733,8,8,49,2,1,4,1,12,5.0,1
4038,5734,21,17,99,9,0,1,0,23,3.6666666666666665,0
4039,5736,7,7,41,2,5,1,0,9,4.714285714285714,5
4040,5739,16,15,115,3,6,4,0,28,6.0625,6
4041,5740,28,17,138,6,8,8,4,28,3.892857142857143,8
4042,5741,24,21,123,9,4,4,1,33,4.083333333333333,4
4043,5743,14,14,94,2,0,4,0,25,5.642857142857143,0
4044,5744,13,13,74,5,1,1,1,14,4.615384615384615,1
4045,5745,21,20,126,5,3,1,7,31,4.9523809523809526,3
4046,5746,11,11,68,3,3,1,0,10,5.090909090909091,3
4047,5748,15,15,89,5,2,3,0,20,4.866666666666666,2
4048,5751,19,18,116,7,2,3,0,23,5.052631578947368,2
4049,5752,14,13,90,3,0,4,0,23,5.357142857142857,0
4050,5753,10,10,76,1,3,5,0,17,6.5,3
4051,5754,15,15,107,4,3,3,0,27,6.066666666666666,3
4052,5757,4,4,24,1,2,1,0,7,4.75,2
4053,5758,13,13,70,4,1,2,0,20,4.230769230769231,1
4054,5759,18,18,117,1,7,6,0,26,5.388888888888889,7
4055,5760,13,13,74,3,5,4,0,13,4.615384615384615,5
4056,5763,12,11,66,1,7,7,1,9,4.416666666666667,7
4057,5764,19,18,118,5,2,6,1,30,5.157894736842105,2
4058,5765,15,12,80,2,6,3,8,21,4.266666666666667,6
